planner,predicted_return,sequence_model_return,sequence_true_return,selected_return_gap,model_bias,model_uncertainty,transition_error,max_pocket_score,true_max_pocket_score,min_goal_distance,model_steps,candidate_count,static_search,dataset,output_tag,seed,budget,horizon,gamma,action_library,action_count,exploration,reward_bias,dynamics_bias,uncertainty_pocket,start_label,episode_true_return,episode_max_pocket_score,simulations,tree_nodes,search_concentration,adaptive_search,root_value,episode_model_steps,episode_steps
conservative_mcts,-27.785899841960575,-15.952992165455994,-22.43137947259759,6.478387307141597,3.721335450530602,0.9366560043285939,0.5555751678998853,0.8690740983799446,0.5765923076693966,1.1901680553602503,768.0,,,uncertainty_calibration_stress,uncertainty_pocket_0.00,2,768,18,0.98,default9,9,1.25,1.15,0.22,0.0,base,,,46.0,47.0,0.5,1.0,-29.610004658344486,,
static_rollout_pool,-22.28106792462932,-22.28106792462932,-22.281261748823738,0.00019382419441882348,7.129687367903122e-05,0.38109586489852404,1.5028469815316615e-05,1.6473859644031936e-05,1.6472023528847518e-05,1.028526075736858,756.0,42.0,1.0,uncertainty_calibration_stress,uncertainty_pocket_0.00,3,768,18,0.98,default9,9,1.25,1.15,0.22,0.0,base,,,,,,,,,
uct_mcts,-26.19317891452258,-25.928597690603205,-25.928605884053407,8.193450202753638e-06,2.888457258764398e-06,0.3810815414040559,7.049753472616801e-07,1.3314156742485717e-07,1.331393947849619e-07,1.6875251400534714,768.0,,,uncertainty_calibration_stress,uncertainty_pocket_0.00,3,768,18,0.98,default9,9,1.25,1.15,0.22,0.0,base,,,47.0,48.0,0.7021276595744681,1.0,-27.73528613780069,,
uncertainty_mcts_240,-28.999015949542407,-19.43465005653188,-19.434651125226278,1.0686943987536779e-06,3.725868110075189e-07,0.38108091481567574,7.838696707064879e-08,8.039781703703889e-08,8.039778023543715e-08,0.9881587089866142,768.0,,,uncertainty_calibration_stress,uncertainty_pocket_0.00,3,768,18,0.98,default9,9,1.25,1.15,0.22,0.0,base,,,46.0,47.0,0.5652173913043478,1.0,-30.139450891937788,,
conservative_mcts,-29.221283992678227,-26.879419253386036,-27.02170138775891,0.14228213437287351,0.06527512214190162,0.3973055821765664,0.016224745747857715,0.00653200181404142,0.006296264809564597,1.6716266024481015,768.0,,,uncertainty_calibration_stress,uncertainty_pocket_0.00,3,768,18,0.98,default9,9,1.25,1.15,0.22,0.0,base,,,46.0,47.0,0.5652173913043478,1.0,-30.306506745651216,,
static_rollout_pool,-23.027482426099183,-23.027482426099183,-23.031580492846203,0.004098066747019402,0.0028988463664981453,0.3818993638822557,0.0005063070510782373,0.0008584199803125329,0.0008554178432706814,1.0294928363290805,756.0,42.0,1.0,uncertainty_calibration_stress,uncertainty_pocket_0.15,0,768,18,0.98,default9,9,1.25,1.15,0.22,0.15,base,,,,,,,,,
uct_mcts,-26.85797300162714,-26.25879601832545,-26.25879658481036,5.66484906983078e-07,2.1923615941009223e-07,0.38108091295775914,5.512297831562171e-08,1.1403744406115877e-07,1.1403744227892142e-07,1.6002287467761087,768.0,,,uncertainty_calibration_stress,uncertainty_pocket_0.15,0,768,18,0.98,default9,9,1.25,1.15,0.22,0.15,base,,,46.0,47.0,0.41304347826086957,1.0,-28.315361883430793,,
uncertainty_mcts_240,-27.48653976648104,-31.612341294693636,-31.612341968284124,6.735904882759769e-07,2.0559695367112993e-07,0.38108090695779284,5.026889662592072e-08,1.3313939741700014e-07,1.331393947849619e-07,1.6875251400534714,768.0,,,uncertainty_calibration_stress,uncertainty_pocket_0.15,0,768,18,0.98,default9,9,1.25,1.15,0.22,0.15,base,,,46.0,47.0,0.43478260869565216,1.0,-29.202005732095746,,
conservative_mcts,-27.63121238808724,-31.612341294693636,-31.612341968284124,6.735904882759769e-07,2.0559695367112993e-07,0.38108090695779284,5.026889662592072e-08,1.3313939741700014e-07,1.331393947849619e-07,1.6875251400534714,768.0,,,uncertainty_calibration_stress,uncertainty_pocket_0.15,0,768,18,0.98,default9,9,1.25,1.15,0.22,0.15,base,,,46.0,47.0,0.43478260869565216,1.0,-29.321828617420273,,
static_rollout_pool,-21.80570468647983,-21.80570468647983,-21.98456300950945,0.17885832302961902,0.12165380271863876,0.4135236736543863,0.019002678270618967,0.06976586866132266,0.06886201547863492,0.8359754662200491,756.0,42.0,1.0,uncertainty_calibration_stress,uncertainty_pocket_0.15,1,768,18,0.98,default9,9,1.25,1.15,0.22,0.15,base,,,,,,,,,
uct_mcts,-26.798965992062325,-30.935624125751136,-30.935624621877793,4.961266562020228e-07,2.4265648273866845e-07,0.3810809203098496,6.006483248485279e-08,1.3313939741700014e-07,1.331393947849619e-07,1.6875251400534714,768.0,,,uncertainty_calibration_stress,uncertainty_pocket_0.15,1,768,18,0.98,default9,9,1.25,1.15,0.22,0.15,base,,,47.0,48.0,0.7659574468085106,1.0,-27.72796797571883,,
uncertainty_mcts_240,-26.976667233112412,-19.309691873715817,-19.309693608082227,1.7343664104885193e-06,5.705080104904478e-07,0.3810810210001796,1.266809784963739e-07,1.3313939741700014e-07,1.331393947849619e-07,0.9881587089866142,768.0,,,uncertainty_calibration_stress,uncertainty_pocket_0.15,1,768,18,0.98,default9,9,1.25,1.15,0.22,0.15,base,,,47.0,48.0,0.7446808510638298,1.0,-28.168963644777232,,
conservative_mcts,-27.15518049703149,-19.309691873715817,-19.309693608082227,1.7343664104885193e-06,5.705080104904478e-07,0.3810810210001796,1.266809784963739e-07,1.3313939741700014e-07,1.331393947849619e-07,0.9881587089866142,768.0,,,uncertainty_calibration_stress,uncertainty_pocket_0.15,1,768,18,0.98,default9,9,1.25,1.15,0.22,0.15,base,,,47.0,48.0,0.7446808510638298,1.0,-28.32222245843235,,
static_rollout_pool,-25.493039562007993,-25.493039562007993,-25.65360829715111,0.16056873514311576,0.139360263333766,0.4211118638189678,0.024859233621044384,0.05472226654296507,0.05009801189289325,1.089228026924188,756.0,42.0,1.0,uncertainty_calibration_stress,uncertainty_pocket_0.15,2,768,18,0.98,default9,9,1.25,1.15,0.22,0.15,base,,,,,,,,,
uct_mcts,-27.58163677211748,-26.854752060292213,-27.00802194628259,0.15326988599037605,0.06854597125789516,0.40489550422674336,0.017043013054080052,0.006372618579858618,0.006020389590141038,1.6701197561851664,768.0,,,uncertainty_calibration_stress,uncertainty_pocket_0.15,2,768,18,0.98,default9,9,1.25,1.15,0.22,0.15,base,,,46.0,47.0,0.45652173913043476,1.0,-29.100570929940808,,
uncertainty_mcts_240,-27.72751167664429,-18.019014668064525,-23.79147420543094,5.772459537366416,3.6553508905652645,1.4839445162528058,0.6846630770093695,0.5606835515885704,0.15139165615606673,1.3971211899951637,768.0,,,uncertainty_calibration_stress,uncertainty_pocket_0.15,2,768,18,0.98,default9,9,1.25,1.15,0.22,0.15,base,,,46.0,47.0,0.41304347826086957,1.0,-29.8007603312462,,
conservative_mcts,-27.63347690999686,-14.587511802384782,-15.017964776987364,0.43045297460258247,0.3229484436518605,0.4540000320573417,0.035981874715141096,0.08312578011473833,0.09657711866058423,0.4039939591716862,768.0,,,uncertainty_calibration_stress,uncertainty_pocket_0.15,2,768,18,0.98,default9,9,1.25,1.15,0.22,0.15,base,,,46.0,47.0,0.5,1.0,-29.533833732092013,,
static_rollout_pool,-22.28106792462932,-22.28106792462932,-22.281261748823738,0.00019382419441882348,7.129687367903122e-05,0.3811032043958857,1.5028469815316615e-05,1.6473859644031936e-05,1.6472023528847518e-05,1.028526075736858,756.0,42.0,1.0,uncertainty_calibration_stress,uncertainty_pocket_0.15,3,768,18,0.98,default9,9,1.25,1.15,0.22,0.15,base,,,,,,,,,
uct_mcts,-26.19317891452258,-25.928597690603205,-25.928605884053407,8.193450202753638e-06,2.888457258764398e-06,0.3810818262061327,7.049753472616801e-07,1.3314156742485717e-07,1.331393947849619e-07,1.6875251400534714,768.0,,,uncertainty_calibration_stress,uncertainty_pocket_0.15,3,768,18,0.98,default9,9,1.25,1.15,0.22,0.15,base,,,47.0,48.0,0.7021276595744681,1.0,-27.73528613780069,,
uncertainty_mcts_240,-28.9992436829175,-19.43465005653188,-19.434651125226278,1.0686943987536779e-06,3.725868110075189e-07,0.3810809531895723,7.838696707064879e-08,8.039781703703889e-08,8.039778023543715e-08,0.9881587089866142,768.0,,,uncertainty_calibration_stress,uncertainty_pocket_0.15,3,768,18,0.98,default9,9,1.25,1.15,0.22,0.15,base,,,46.0,47.0,0.5652173913043478,1.0,-30.13958920191206,,
conservative_mcts,-29.22256835840205,-26.879419253386036,-27.02170138775891,0.14228213437287351,0.06527512214190162,0.40375496352104584,0.016224745747857715,0.00653200181404142,0.006296264809564597,1.6716266024481015,768.0,,,uncertainty_calibration_stress,uncertainty_pocket_0.15,3,768,18,0.98,default9,9,1.25,1.15,0.22,0.15,base,,,46.0,47.0,0.5652173913043478,1.0,-30.307242283844438,,
static_rollout_pool,-23.027482426099183,-23.027482426099183,-23.031580492846203,0.004098066747019402,0.0028988463664981453,0.38273195162217233,0.0005063070510782373,0.0008584199803125329,0.0008554178432706814,1.0294928363290805,756.0,42.0,1.0,uncertainty_calibration_stress,uncertainty_pocket_0.55,0,768,18,0.98,default9,9,1.25,1.15,0.22,0.55,base,,,,,,,,,
uct_mcts,-26.85797300162714,-26.25879601832545,-26.25879658481036,5.66484906983078e-07,2.1923615941009223e-07,0.38108097004061825,5.512297831562171e-08,1.1403744406115877e-07,1.1403744227892142e-07,1.6002287467761087,768.0,,,uncertainty_calibration_stress,uncertainty_pocket_0.55,0,768,18,0.98,default9,9,1.25,1.15,0.22,0.55,base,,,46.0,47.0,0.41304347826086957,1.0,-28.315361883430793,,
uncertainty_mcts_240,-27.486902113458683,-31.612341294693636,-31.612341968284124,6.735904882759769e-07,2.0559695367112993e-07,0.3810809609849594,5.026889662592072e-08,1.3313939741700014e-07,1.331393947849619e-07,1.6875251400534714,768.0,,,uncertainty_calibration_stress,uncertainty_pocket_0.55,0,768,18,0.98,default9,9,1.25,1.15,0.22,0.55,base,,,46.0,47.0,0.43478260869565216,1.0,-29.211335297977712,,
conservative_mcts,-27.63157523313398,-31.612341294693636,-31.612341968284124,6.735904882759769e-07,2.0559695367112993e-07,0.3810809609849594,5.026889662592072e-08,1.3313939741700014e-07,1.331393947849619e-07,1.6875251400534714,768.0,,,uncertainty_calibration_stress,uncertainty_pocket_0.55,0,768,18,0.98,default9,9,1.25,1.15,0.22,0.55,base,,,46.0,47.0,0.43478260869565216,1.0,-29.331158404502716,,
static_rollout_pool,-21.80570468647983,-21.80570468647983,-21.98456300950945,0.17885832302961902,0.12165380271863876,0.4493640975345429,0.019002678270618967,0.06976586866132266,0.06886201547863492,0.8359754662200491,756.0,42.0,1.0,uncertainty_calibration_stress,uncertainty_pocket_0.55,1,768,18,0.98,default9,9,1.25,1.15,0.22,0.55,base,,,,,,,,,
uct_mcts,-26.798965992062325,-30.935624125751136,-30.935624621877793,4.961266562020228e-07,2.4265648273866845e-07,0.3810809838200053,6.006483248485279e-08,1.3313939741700014e-07,1.331393947849619e-07,1.6875251400534714,768.0,,,uncertainty_calibration_stress,uncertainty_pocket_0.55,1,768,18,0.98,default9,9,1.25,1.15,0.22,0.55,base,,,47.0,48.0,0.7659574468085106,1.0,-27.72796797571883,,
uncertainty_mcts_240,-26.986134964354868,-19.309691873715817,-19.309693608082227,1.7343664104885193e-06,5.705080104904478e-07,0.38108117537482605,1.266809784963739e-07,1.3313939741700014e-07,1.331393947849619e-07,0.9881587089866142,768.0,,,uncertainty_calibration_stress,uncertainty_pocket_0.55,1,768,18,0.98,default9,9,1.25,1.15,0.22,0.55,base,,,47.0,48.0,0.7446808510638298,1.0,-28.176014593077536,,
conservative_mcts,-27.164651400448534,-19.309691873715817,-19.309693608082227,1.7343664104885193e-06,5.705080104904478e-07,0.38108117537482605,1.266809784963739e-07,1.3313939741700014e-07,1.331393947849619e-07,0.9881587089866142,768.0,,,uncertainty_calibration_stress,uncertainty_pocket_0.55,1,768,18,0.98,default9,9,1.25,1.15,0.22,0.55,base,,,47.0,48.0,0.7446808510638298,1.0,-28.329275769060253,,
static_rollout_pool,-25.493039562007993,-25.493039562007993,-25.65360829715111,0.16056873514311576,0.139360263333766,0.461569980536874,0.024859233621044384,0.05472226654296507,0.05009801189289325,1.089228026924188,756.0,42.0,1.0,uncertainty_calibration_stress,uncertainty_pocket_0.55,2,768,18,0.98,default9,9,1.25,1.15,0.22,0.55,base,,,,,,,,,
uct_mcts,-27.58163677211748,-26.854752060292213,-27.00802194628259,0.15326988599037605,0.06854597125789516,0.4229532502106224,0.017043013054080052,0.006372618579858618,0.006020389590141038,1.6701197561851664,768.0,,,uncertainty_calibration_stress,uncertainty_pocket_0.55,2,768,18,0.98,default9,9,1.25,1.15,0.22,0.55,base,,,46.0,47.0,0.45652173913043476,1.0,-29.100570929940808,,
uncertainty_mcts_240,-27.72913637335041,-18.019014668064525,-23.79147420543094,5.772459537366416,3.6553508905652645,2.599146123758746,0.6846630770093695,0.5606835515885704,0.15139165615606673,1.3971211899951637,768.0,,,uncertainty_calibration_stress,uncertainty_pocket_0.55,2,768,18,0.98,default9,9,1.25,1.15,0.22,0.55,base,,,46.0,47.0,0.41304347826086957,1.0,-29.801539725985002,,
conservative_mcts,-27.644186499488594,-14.587511802384782,-15.017964776987364,0.43045297460258247,0.3229484436518605,0.5524995544933197,0.035981874715141096,0.08312578011473833,0.09657711866058423,0.4039939591716862,768.0,,,uncertainty_calibration_stress,uncertainty_pocket_0.55,2,768,18,0.98,default9,9,1.25,1.15,0.22,0.55,base,,,46.0,47.0,0.5,1.0,-29.53929663278286,,
static_rollout_pool,-22.28106792462932,-22.28106792462932,-22.281261748823738,0.00019382419441882348,7.129687367903122e-05,0.3811227763888502,1.5028469815316615e-05,1.6473859644031936e-05,1.6472023528847518e-05,1.028526075736858,756.0,42.0,1.0,uncertainty_calibration_stress,uncertainty_pocket_0.55,3,768,18,0.98,default9,9,1.25,1.15,0.22,0.55,base,,,,,,,,,
uct_mcts,-26.19317891452258,-25.928597690603205,-25.928605884053407,8.193450202753638e-06,2.888457258764398e-06,0.3810825856783371,7.049753472616801e-07,1.3314156742485717e-07,1.331393947849619e-07,1.6875251400534714,768.0,,,uncertainty_calibration_stress,uncertainty_pocket_0.55,3,768,18,0.98,default9,9,1.25,1.15,0.22,0.55,base,,,47.0,48.0,0.7021276595744681,1.0,-27.73528613780069,,
uncertainty_mcts_240,-28.999850971917706,-19.43465005653188,-19.434651125226278,1.0686943987536779e-06,3.725868110075189e-07,0.381081055519963,7.838696707064879e-08,8.039781703703889e-08,8.039778023543715e-08,0.9881587089866142,768.0,,,uncertainty_calibration_stress,uncertainty_pocket_0.55,3,768,18,0.98,default9,9,1.25,1.15,0.22,0.55,base,,,46.0,47.0,0.5652173913043478,1.0,-30.139958028510087,,
conservative_mcts,-29.22599333366558,-26.879419253386036,-27.02170138775891,0.14228213437287351,0.06527512214190162,0.4209533137729909,0.016224745747857715,0.00653200181404142,0.006296264809564597,1.6716266024481015,768.0,,,uncertainty_calibration_stress,uncertainty_pocket_0.55,3,768,18,0.98,default9,9,1.25,1.15,0.22,0.55,base,,,46.0,47.0,0.5652173913043478,1.0,-30.309203719026353,,
static_rollout_pool,-23.027482426099183,-23.027482426099183,-23.031580492846203,0.004098066747019402,0.0028988463664981453,0.38387675976455776,0.0005063070510782373,0.0008584199803125329,0.0008554178432706814,1.0294928363290805,756.0,42.0,1.0,uncertainty_calibration_stress,uncertainty_pocket_1.10,0,768,18,0.98,default9,9,1.25,1.15,0.22,1.1,base,,,,,,,,,
uct_mcts,-26.85797300162714,-26.25879601832545,-26.25879658481036,5.66484906983078e-07,2.1923615941009223e-07,0.3810810485295495,5.512297831562171e-08,1.1403744406115877e-07,1.1403744227892142e-07,1.6002287467761087,768.0,,,uncertainty_calibration_stress,uncertainty_pocket_1.10,0,768,18,0.98,default9,9,1.25,1.15,0.22,1.1,base,,,46.0,47.0,0.41304347826086957,1.0,-28.315361883430793,,
uncertainty_mcts_240,-27.48740034055295,-31.612341294693636,-31.612341968284124,6.735904882759769e-07,2.0559695367112993e-07,0.38108103527231346,5.026889662592072e-08,1.3313939741700014e-07,1.331393947849619e-07,1.6875251400534714,768.0,,,uncertainty_calibration_stress,uncertainty_pocket_1.10,0,768,18,0.98,default9,9,1.25,1.15,0.22,1.1,base,,,46.0,47.0,0.43478260869565216,1.0,-29.22416345106544,,
conservative_mcts,-27.63207414507327,-31.612341294693636,-31.612341968284124,6.735904882759769e-07,2.0559695367112993e-07,0.38108103527231346,5.026889662592072e-08,1.3313939741700014e-07,1.331393947849619e-07,1.6875251400534714,768.0,,,uncertainty_calibration_stress,uncertainty_pocket_1.10,0,768,18,0.98,default9,9,1.25,1.15,0.22,1.1,base,,,46.0,47.0,0.43478260869565216,1.0,-29.343986861741076,,
static_rollout_pool,-21.80570468647983,-21.80570468647983,-21.98456300950945,0.17885832302961902,0.12165380271863876,0.49864468036975784,0.019002678270618967,0.06976586866132266,0.06886201547863492,0.8359754662200491,756.0,42.0,1.0,uncertainty_calibration_stress,uncertainty_pocket_1.10,1,768,18,0.98,default9,9,1.25,1.15,0.22,1.1,base,,,,,,,,,
uct_mcts,-26.798965992062325,-30.935624125751136,-30.935624621877793,4.961266562020228e-07,2.4265648273866845e-07,0.3810810711464692,6.006483248485279e-08,1.3313939741700014e-07,1.331393947849619e-07,1.6875251400534714,768.0,,,uncertainty_calibration_stress,uncertainty_pocket_1.10,1,768,18,0.98,default9,9,1.25,1.15,0.22,1.1,base,,,47.0,48.0,0.7659574468085106,1.0,-27.72796797571883,,
uncertainty_mcts_240,-26.831279939950477,-23.898024617804285,-23.898255655767763,0.0002310379634771209,8.862171718424169e-05,0.3811664792898013,2.009623862772362e-05,4.4836102965467655e-06,4.481875082112487e-06,1.5326322610035104,768.0,,,uncertainty_calibration_stress,uncertainty_pocket_1.10,1,768,18,0.98,default9,9,1.25,1.15,0.22,1.1,base,,,47.0,48.0,0.7446808510638298,1.0,-28.0606977231565,,
conservative_mcts,-26.93010429940548,-16.033112368243806,-23.07836548204405,7.045253113800243,3.9747351230982364,4.353946878535602,0.6905064804503852,0.711855504895995,0.2479072592192696,1.3311722861523225,768.0,,,uncertainty_calibration_stress,uncertainty_pocket_1.10,1,768,18,0.98,default9,9,1.25,1.15,0.22,1.1,base,,,47.0,48.0,0.7446808510638298,1.0,-28.15461373578105,,
static_rollout_pool,-25.493039562007993,-25.493039562007993,-25.65360829715111,0.16056873514311576,0.139360263333766,0.5171998910239949,0.024859233621044384,0.05472226654296507,0.05009801189289325,1.089228026924188,756.0,42.0,1.0,uncertainty_calibration_stress,uncertainty_pocket_1.10,2,768,18,0.98,default9,9,1.25,1.15,0.22,1.1,base,,,,,,,,,
uct_mcts,-27.58163677211748,-26.854752060292213,-27.00802194628259,0.15326988599037605,0.06854597125789516,0.44778265093845604,0.017043013054080052,0.006372618579858618,0.006020389590141038,1.6701197561851664,768.0,,,uncertainty_calibration_stress,uncertainty_pocket_1.10,2,768,18,0.98,default9,9,1.25,1.15,0.22,1.1,base,,,46.0,47.0,0.45652173913043476,1.0,-29.100570929940808,,
uncertainty_mcts_240,-27.731370331321326,-18.019014668064525,-23.79147420543094,5.772459537366416,3.6553508905652645,4.132548334079415,0.6846630770093695,0.5606835515885704,0.15139165615606673,1.3971211899951637,768.0,,,uncertainty_calibration_stress,uncertainty_pocket_1.10,2,768,18,0.98,default9,9,1.25,1.15,0.22,1.1,base,,,46.0,47.0,0.41304347826086957,1.0,-29.80261139375087,,
conservative_mcts,-27.658912185039704,-14.587511802384782,-15.017964776987364,0.43045297460258247,0.3229484436518605,0.6879363978427896,0.035981874715141096,0.08312578011473833,0.09657711866058423,0.4039939591716862,768.0,,,uncertainty_calibration_stress,uncertainty_pocket_1.10,2,768,18,0.98,default9,9,1.25,1.15,0.22,1.1,base,,,46.0,47.0,0.5,1.0,-29.546808121232807,,
static_rollout_pool,-22.28106792462932,-22.28106792462932,-22.281261748823738,0.00019382419441882348,7.129687367903122e-05,0.38114968787917647,1.5028469815316615e-05,1.6473859644031936e-05,1.6472023528847518e-05,1.028526075736858,756.0,42.0,1.0,uncertainty_calibration_stress,uncertainty_pocket_1.10,3,768,18,0.98,default9,9,1.25,1.15,0.22,1.1,base,,,,,,,,,
uct_mcts,-26.19317891452258,-25.928597690603205,-25.928605884053407,8.193450202753638e-06,2.888457258764398e-06,0.3810836299526182,7.049753472616801e-07,1.3314156742485717e-07,1.331393947849619e-07,1.6875251400534714,768.0,,,uncertainty_calibration_stress,uncertainty_pocket_1.10,3,768,18,0.98,default9,9,1.25,1.15,0.22,1.1,base,,,47.0,48.0,0.7021276595744681,1.0,-27.73528613780069,,
uncertainty_mcts_240,-29.000685994293004,-19.43465005653188,-19.434651125226278,1.0686943987536779e-06,3.725868110075189e-07,0.3810811962242504,7.838696707064879e-08,8.039781703703889e-08,8.039778023543715e-08,0.9881587089866142,768.0,,,uncertainty_calibration_stress,uncertainty_pocket_1.10,3,768,18,0.98,default9,9,1.25,1.15,0.22,1.1,base,,,46.0,47.0,0.5652173913043478,1.0,-30.14046516508236,,
conservative_mcts,-29.230702674652946,-26.879419253386036,-27.02170138775891,0.14228213437287351,0.06527512214190162,0.44460104536941564,0.016224745747857715,0.00653200181404142,0.006296264809564597,1.6716266024481015,768.0,,,uncertainty_calibration_stress,uncertainty_pocket_1.10,3,768,18,0.98,default9,9,1.25,1.15,0.22,1.1,base,,,46.0,47.0,0.5652173913043478,1.0,-30.31190069240149,,
static_rollout_pool,-23.029191029775745,-23.029191029775745,-23.031580492846203,0.0023894630704575093,0.002389463070461735,0.38222362311458163,0.0,0.0008554178432706814,0.0008554178432706814,1.0294928363290805,756.0,42.0,1.0,dynamics_drift_stress,dynamics_bias_0.00,0,768,18,0.98,default9,9,1.25,1.15,0.0,0.55,base,,,,,,,,,
uct_mcts,-26.865461296608846,-26.25879642069717,-26.25879658481036,1.641131888163727e-07,1.641131861051354e-07,0.38108091491762397,0.0,1.1403744227892142e-07,1.1403744227892142e-07,1.6002287467761087,768.0,,,dynamics_drift_stress,dynamics_bias_0.00,0,768,18,0.98,default9,9,1.25,1.15,0.0,0.55,base,,,46.0,47.0,0.41304347826086957,1.0,-28.321154235674413,,
uncertainty_mcts_240,-27.48724981929185,-31.61234181295603,-31.612341968284124,1.553280952748537e-07,1.553280975916588e-07,0.38108091071605993,0.0,1.331393947849619e-07,1.331393947849619e-07,1.6875251400534714,768.0,,,dynamics_drift_stress,dynamics_bias_0.00,0,768,18,0.98,default9,9,1.25,1.15,0.0,0.55,base,,,46.0,47.0,0.43478260869565216,1.0,-29.211297425454116,,
static_rollout_pool,-21.88273054610376,-21.88273054610376,-21.98456300950945,0.10183246340569241,0.10183246340569664,0.42978331892708516,0.0,0.06886201547863492,0.06886201547863492,0.8359754662200491,756.0,42.0,1.0,dynamics_drift_stress,dynamics_bias_0.00,1,768,18,0.98,default9,9,1.25,1.15,0.0,0.55,base,,,,,,,,,
uct_mcts,-26.9024933409009,-19.0558578123259,-19.055862625396788,4.813070887621507e-06,4.813070891168972e-06,0.3810831383321784,0.0,1.303170420055937e-06,1.303170420055937e-06,0.8765254280650795,768.0,,,dynamics_drift_stress,dynamics_bias_0.00,1,768,18,0.98,default9,9,1.25,1.15,0.0,0.55,base,,,47.0,48.0,0.7659574468085106,1.0,-27.80726742200664,,
uncertainty_mcts_240,-26.788326360551086,-23.898187142260753,-23.898255655767763,6.851350700998182e-05,6.851350701126228e-05,0.3811136037581491,0.0,4.481875082112487e-06,4.481875082112487e-06,1.5326322610035104,768.0,,,dynamics_drift_stress,dynamics_bias_0.00,1,768,18,0.98,default9,9,1.25,1.15,0.0,0.55,base,,,47.0,48.0,0.7446808510638298,1.0,-28.028711769422927,,
static_rollout_pool,-25.54293148113522,-25.54293148113522,-25.65360829715111,0.1106768160158893,0.11067681601588425,0.43401322669717535,0.0,0.05009801189289325,0.05009801189289325,1.089228026924188,756.0,42.0,1.0,dynamics_drift_stress,dynamics_bias_0.00,2,768,18,0.98,default9,9,1.25,1.15,0.0,0.55,base,,,,,,,,,
uct_mcts,-27.618227269012383,-26.962286420898987,-27.00802194628259,0.04573552538360204,0.0457355253836053,0.40295434856869394,0.0,0.006020389590141038,0.006020389590141038,1.6701197561851664,768.0,,,dynamics_drift_stress,dynamics_bias_0.00,2,768,18,0.98,default9,9,1.25,1.15,0.0,0.55,base,,,46.0,47.0,0.45652173913043476,1.0,-29.117351964842026,,
uncertainty_mcts_240,-27.730089776136094,-22.804724667825624,-23.79147420543094,0.9867495376053164,0.9867495376053164,0.8530045283269031,0.0,0.15139165615606673,0.15139165615606673,1.3971211899951637,768.0,,,dynamics_drift_stress,dynamics_bias_0.00,2,768,18,0.98,default9,9,1.25,1.15,0.0,0.55,base,,,46.0,47.0,0.41304347826086957,1.0,-29.80193505903128,,
static_rollout_pool,-23.027482426099183,-23.027482426099183,-23.031580492846203,0.004098066747019402,0.0028988463664981453,0.38273195162217233,0.0005063070510782373,0.0008584199803125329,0.0008554178432706814,1.0294928363290805,756.0,42.0,1.0,dynamics_drift_stress,dynamics_bias_0.22,0,768,18,0.98,default9,9,1.25,1.15,0.22,0.55,base,,,,,,,,,
